Biosample term name	File accession	File download URL
suppressor macrophage	ENCFF706ZCG,ENCFF525LCW,ENCFF032UAB	https://www.encodeproject.org/files/ENCFF032UAB/@@download/ENCFF032UAB.bam
CD8-positive, alpha-beta T cell	ENCFF356JZC	https://www.encodeproject.org/files/ENCFF356JZC/@@download/ENCFF356JZC.bam
foreskin melanocyte	ENCFF768NBD	https://www.encodeproject.org/files/ENCFF768NBD/@@download/ENCFF768NBD.bam
T-cell	ENCFF785SDJ	https://www.encodeproject.org/files/ENCFF785SDJ/@@download/ENCFF785SDJ.bam
kidney	ENCFF044XJG	https://www.encodeproject.org/files/ENCFF044XJG/@@download/ENCFF044XJG.bam
head of caudate nucleus	ENCFF570GJG	https://www.encodeproject.org/files/ENCFF570GJG/@@download/ENCFF570GJG.bam
head of caudate nucleus	ENCFF144QGO	https://www.encodeproject.org/files/ENCFF144QGO/@@download/ENCFF144QGO.bam
upper lobe of left lung	ENCFF253RQL	https://www.encodeproject.org/files/ENCFF253RQL/@@download/ENCFF253RQL.bam
head of caudate nucleus	ENCFF874NQS	https://www.encodeproject.org/files/ENCFF874NQS/@@download/ENCFF874NQS.bam
B cell	ENCFF111HWL	https://www.encodeproject.org/files/ENCFF111HWL/@@download/ENCFF111HWL.bam
regulatory T cell	ENCFF609IPF	https://www.encodeproject.org/files/ENCFF609IPF/@@download/ENCFF609IPF.bam
fibroblast of skin of right quadriceps	ENCFF104BQJ	https://www.encodeproject.org/files/ENCFF104BQJ/@@download/ENCFF104BQJ.bam
CWRU1	ENCFF085KLV	https://www.encodeproject.org/files/ENCFF085KLV/@@download/ENCFF085KLV.bam
brain	ENCFF559BKM	https://www.encodeproject.org/files/ENCFF559BKM/@@download/ENCFF559BKM.bam
lung	ENCFF639GOO	https://www.encodeproject.org/files/ENCFF639GOO/@@download/ENCFF639GOO.bam
kidney	ENCFF627OTT	https://www.encodeproject.org/files/ENCFF627OTT/@@download/ENCFF627OTT.bam
CD4-positive, alpha-beta T cell	ENCFF182LTQ	https://www.encodeproject.org/files/ENCFF182LTQ/@@download/ENCFF182LTQ.bam
CD8-positive, alpha-beta memory T cell	ENCFF816LTM	https://www.encodeproject.org/files/ENCFF816LTM/@@download/ENCFF816LTM.bam
CD8-positive, alpha-beta T cell	ENCFF914KHN	https://www.encodeproject.org/files/ENCFF914KHN/@@download/ENCFF914KHN.bam
skeletal muscle myoblast	ENCFF253FMQ	https://www.encodeproject.org/files/ENCFF253FMQ/@@download/ENCFF253FMQ.bam
T-helper 1 cell	ENCFF533FVX	https://www.encodeproject.org/files/ENCFF533FVX/@@download/ENCFF533FVX.bam
CD8-positive naive resting alpha-beta T cell	ENCFF240IQV	https://www.encodeproject.org/files/ENCFF240IQV/@@download/ENCFF240IQV.bam
placenta	ENCFF173GOA	https://www.encodeproject.org/files/ENCFF173GOA/@@download/ENCFF173GOA.bam
placenta	ENCFF658ZVY	https://www.encodeproject.org/files/ENCFF658ZVY/@@download/ENCFF658ZVY.bam
activated CD8-positive, alpha-beta T cell	ENCFF302MKY	https://www.encodeproject.org/files/ENCFF302MKY/@@download/ENCFF302MKY.bam
lung	ENCFF689LTA	https://www.encodeproject.org/files/ENCFF689LTA/@@download/ENCFF689LTA.bam
CD14-positive monocyte	ENCFF856YMV	https://www.encodeproject.org/files/ENCFF856YMV/@@download/ENCFF856YMV.bam
lung	ENCFF936GNN	https://www.encodeproject.org/files/ENCFF936GNN/@@download/ENCFF936GNN.bam
naive B cell	ENCFF392OAH	https://www.encodeproject.org/files/ENCFF392OAH/@@download/ENCFF392OAH.bam
foreskin keratinocyte	ENCFF218LFH	https://www.encodeproject.org/files/ENCFF218LFH/@@download/ENCFF218LFH.bam
fibroblast of skin of scalp	ENCFF351UST	https://www.encodeproject.org/files/ENCFF351UST/@@download/ENCFF351UST.bam
foreskin fibroblast	ENCFF598YNL	https://www.encodeproject.org/files/ENCFF598YNL/@@download/ENCFF598YNL.bam
neuronal stem cell	ENCFF204GFI	https://www.encodeproject.org/files/ENCFF204GFI/@@download/ENCFF204GFI.bam
CD14-positive monocyte	ENCFF839VOM	https://www.encodeproject.org/files/ENCFF839VOM/@@download/ENCFF839VOM.bam
foreskin keratinocyte	ENCFF518UKM	https://www.encodeproject.org/files/ENCFF518UKM/@@download/ENCFF518UKM.bam
activated CD4-positive, alpha-beta T cell	ENCFF091HFN	https://www.encodeproject.org/files/ENCFF091HFN/@@download/ENCFF091HFN.bam
A549	ENCFF382QUN,ENCFF352OMJ,ENCFF023LKT,ENCFF731FBN	https://www.encodeproject.org/files/ENCFF382QUN/@@download/ENCFF382QUN.bam
A549	ENCFF382QUN,ENCFF352OMJ,ENCFF023LKT,ENCFF731FBN	https://www.encodeproject.org/files/ENCFF352OMJ/@@download/ENCFF352OMJ.bam
A549	ENCFF382QUN,ENCFF352OMJ,ENCFF023LKT,ENCFF731FBN	https://www.encodeproject.org/files/ENCFF023LKT/@@download/ENCFF023LKT.bam
A549	ENCFF382QUN,ENCFF352OMJ,ENCFF023LKT,ENCFF731FBN	https://www.encodeproject.org/files/ENCFF731FBN/@@download/ENCFF731FBN.bam
foreskin melanocyte	ENCFF734JYI	https://www.encodeproject.org/files/ENCFF734JYI/@@download/ENCFF734JYI.bam
fibroblast of skin of abdomen	ENCFF906YYA	https://www.encodeproject.org/files/ENCFF906YYA/@@download/ENCFF906YYA.bam
right lung	ENCFF455ILF	https://www.encodeproject.org/files/ENCFF455ILF/@@download/ENCFF455ILF.bam
left lung	ENCFF189XJQ	https://www.encodeproject.org/files/ENCFF189XJQ/@@download/ENCFF189XJQ.bam
head of caudate nucleus	ENCFF202EII	https://www.encodeproject.org/files/ENCFF202EII/@@download/ENCFF202EII.bam
middle frontal area 46	ENCFF452BEP	https://www.encodeproject.org/files/ENCFF452BEP/@@download/ENCFF452BEP.bam
head of caudate nucleus	ENCFF146YHB	https://www.encodeproject.org/files/ENCFF146YHB/@@download/ENCFF146YHB.bam
head of caudate nucleus	ENCFF498RZG	https://www.encodeproject.org/files/ENCFF498RZG/@@download/ENCFF498RZG.bam
middle frontal area 46	ENCFF781VFM	https://www.encodeproject.org/files/ENCFF781VFM/@@download/ENCFF781VFM.bam
head of caudate nucleus	ENCFF443SZM	https://www.encodeproject.org/files/ENCFF443SZM/@@download/ENCFF443SZM.bam
middle frontal area 46	ENCFF976ONE	https://www.encodeproject.org/files/ENCFF976ONE/@@download/ENCFF976ONE.bam
head of caudate nucleus	ENCFF418IUE	https://www.encodeproject.org/files/ENCFF418IUE/@@download/ENCFF418IUE.bam
posterior cingulate gyrus	ENCFF542WNC	https://www.encodeproject.org/files/ENCFF542WNC/@@download/ENCFF542WNC.bam
middle frontal area 46	ENCFF844IOJ	https://www.encodeproject.org/files/ENCFF844IOJ/@@download/ENCFF844IOJ.bam
middle frontal area 46	ENCFF379KEV	https://www.encodeproject.org/files/ENCFF379KEV/@@download/ENCFF379KEV.bam
LoVo	ENCFF124QQQ	https://www.encodeproject.org/files/ENCFF124QQQ/@@download/ENCFF124QQQ.bam
head of caudate nucleus	ENCFF739PPJ	https://www.encodeproject.org/files/ENCFF739PPJ/@@download/ENCFF739PPJ.bam
A549	ENCFF512OTM,ENCFF313ILC,ENCFF635HDK,ENCFF199AQX,ENCFF004RNE	https://www.encodeproject.org/files/ENCFF512OTM/@@download/ENCFF512OTM.bam
A549	ENCFF512OTM,ENCFF313ILC,ENCFF635HDK,ENCFF199AQX,ENCFF004RNE	https://www.encodeproject.org/files/ENCFF313ILC/@@download/ENCFF313ILC.bam
A549	ENCFF512OTM,ENCFF313ILC,ENCFF635HDK,ENCFF199AQX,ENCFF004RNE	https://www.encodeproject.org/files/ENCFF635HDK/@@download/ENCFF635HDK.bam
A549	ENCFF512OTM,ENCFF313ILC,ENCFF635HDK,ENCFF199AQX,ENCFF004RNE	https://www.encodeproject.org/files/ENCFF199AQX/@@download/ENCFF199AQX.bam
A549	ENCFF512OTM,ENCFF313ILC,ENCFF635HDK,ENCFF199AQX,ENCFF004RNE	https://www.encodeproject.org/files/ENCFF004RNE/@@download/ENCFF004RNE.bam
A549	ENCFF656VAK,ENCFF331AYH,ENCFF088PRP,ENCFF989AGK	https://www.encodeproject.org/files/ENCFF656VAK/@@download/ENCFF656VAK.bam
A549	ENCFF656VAK,ENCFF331AYH,ENCFF088PRP,ENCFF989AGK	https://www.encodeproject.org/files/ENCFF331AYH/@@download/ENCFF331AYH.bam
A549	ENCFF656VAK,ENCFF331AYH,ENCFF088PRP,ENCFF989AGK	https://www.encodeproject.org/files/ENCFF088PRP/@@download/ENCFF088PRP.bam
A549	ENCFF656VAK,ENCFF331AYH,ENCFF088PRP,ENCFF989AGK	https://www.encodeproject.org/files/ENCFF989AGK/@@download/ENCFF989AGK.bam
head of caudate nucleus	ENCFF500FLU	https://www.encodeproject.org/files/ENCFF500FLU/@@download/ENCFF500FLU.bam
posterior cingulate gyrus	ENCFF666LXH	https://www.encodeproject.org/files/ENCFF666LXH/@@download/ENCFF666LXH.bam
head of caudate nucleus	ENCFF496ZWK	https://www.encodeproject.org/files/ENCFF496ZWK/@@download/ENCFF496ZWK.bam
posterior cingulate gyrus	ENCFF847EAJ	https://www.encodeproject.org/files/ENCFF847EAJ/@@download/ENCFF847EAJ.bam
head of caudate nucleus	ENCFF263AEQ	https://www.encodeproject.org/files/ENCFF263AEQ/@@download/ENCFF263AEQ.bam
A549	ENCFF202XXK,ENCFF924LAN,ENCFF344BWR,ENCFF144UVO	https://www.encodeproject.org/files/ENCFF202XXK/@@download/ENCFF202XXK.bam
A549	ENCFF202XXK,ENCFF924LAN,ENCFF344BWR,ENCFF144UVO	https://www.encodeproject.org/files/ENCFF924LAN/@@download/ENCFF924LAN.bam
A549	ENCFF202XXK,ENCFF924LAN,ENCFF344BWR,ENCFF144UVO	https://www.encodeproject.org/files/ENCFF344BWR/@@download/ENCFF344BWR.bam
A549	ENCFF202XXK,ENCFF924LAN,ENCFF344BWR,ENCFF144UVO	https://www.encodeproject.org/files/ENCFF144UVO/@@download/ENCFF144UVO.bam
T-helper 1 cell	ENCFF112GVG	https://www.encodeproject.org/files/ENCFF112GVG/@@download/ENCFF112GVG.bam
Peyer's patch	ENCFF186GCD	https://www.encodeproject.org/files/ENCFF186GCD/@@download/ENCFF186GCD.bam
H9	ENCFF382COA	https://www.encodeproject.org/files/ENCFF382COA/@@download/ENCFF382COA.bam
A549	ENCFF658VKV,ENCFF838CUA,ENCFF369CLX,ENCFF455QZC,ENCFF008YUA	https://www.encodeproject.org/files/ENCFF658VKV/@@download/ENCFF658VKV.bam
A549	ENCFF658VKV,ENCFF838CUA,ENCFF369CLX,ENCFF455QZC,ENCFF008YUA	https://www.encodeproject.org/files/ENCFF838CUA/@@download/ENCFF838CUA.bam
A549	ENCFF658VKV,ENCFF838CUA,ENCFF369CLX,ENCFF455QZC,ENCFF008YUA	https://www.encodeproject.org/files/ENCFF369CLX/@@download/ENCFF369CLX.bam
A549	ENCFF658VKV,ENCFF838CUA,ENCFF369CLX,ENCFF455QZC,ENCFF008YUA	https://www.encodeproject.org/files/ENCFF455QZC/@@download/ENCFF455QZC.bam
A549	ENCFF658VKV,ENCFF838CUA,ENCFF369CLX,ENCFF455QZC,ENCFF008YUA	https://www.encodeproject.org/files/ENCFF008YUA/@@download/ENCFF008YUA.bam
common myeloid progenitor, CD34-positive	ENCFF059UCD	https://www.encodeproject.org/files/ENCFF059UCD/@@download/ENCFF059UCD.bam
right lung	ENCFF890ERP	https://www.encodeproject.org/files/ENCFF890ERP/@@download/ENCFF890ERP.bam
ureter	ENCFF581SBD	https://www.encodeproject.org/files/ENCFF581SBD/@@download/ENCFF581SBD.bam
CD4-positive, alpha-beta T cell	ENCFF603LVW	https://www.encodeproject.org/files/ENCFF603LVW/@@download/ENCFF603LVW.bam
adrenal gland	ENCFF502HWT	https://www.encodeproject.org/files/ENCFF502HWT/@@download/ENCFF502HWT.bam
CD4-positive, alpha-beta T cell	ENCFF353OVF	https://www.encodeproject.org/files/ENCFF353OVF/@@download/ENCFF353OVF.bam
A549	ENCFF976VXJ,ENCFF598KJO,ENCFF428PRU,ENCFF856JVS,ENCFF025VVX	https://www.encodeproject.org/files/ENCFF976VXJ/@@download/ENCFF976VXJ.bam
A549	ENCFF976VXJ,ENCFF598KJO,ENCFF428PRU,ENCFF856JVS,ENCFF025VVX	https://www.encodeproject.org/files/ENCFF598KJO/@@download/ENCFF598KJO.bam
A549	ENCFF976VXJ,ENCFF598KJO,ENCFF428PRU,ENCFF856JVS,ENCFF025VVX	https://www.encodeproject.org/files/ENCFF428PRU/@@download/ENCFF428PRU.bam
A549	ENCFF976VXJ,ENCFF598KJO,ENCFF428PRU,ENCFF856JVS,ENCFF025VVX	https://www.encodeproject.org/files/ENCFF856JVS/@@download/ENCFF856JVS.bam
A549	ENCFF976VXJ,ENCFF598KJO,ENCFF428PRU,ENCFF856JVS,ENCFF025VVX	https://www.encodeproject.org/files/ENCFF025VVX/@@download/ENCFF025VVX.bam
left cardiac atrium	ENCFF956BVR	https://www.encodeproject.org/files/ENCFF956BVR/@@download/ENCFF956BVR.bam
left lobe of liver	ENCFF566UVH	https://www.encodeproject.org/files/ENCFF566UVH/@@download/ENCFF566UVH.bam
activated CD4 positive, naive alpha-beta T cell	ENCFF070LGN	https://www.encodeproject.org/files/ENCFF070LGN/@@download/ENCFF070LGN.bam
natural killer cell	ENCFF994RWT	https://www.encodeproject.org/files/ENCFF994RWT/@@download/ENCFF994RWT.bam
activated CD4-positive, alpha-beta T cell	ENCFF775MZM	https://www.encodeproject.org/files/ENCFF775MZM/@@download/ENCFF775MZM.bam
activated CD4-positive, alpha-beta memory T cell	ENCFF948QBU	https://www.encodeproject.org/files/ENCFF948QBU/@@download/ENCFF948QBU.bam
thymus	ENCFF997JMS	https://www.encodeproject.org/files/ENCFF997JMS/@@download/ENCFF997JMS.bam
psoas muscle	ENCFF235FOP	https://www.encodeproject.org/files/ENCFF235FOP/@@download/ENCFF235FOP.bam
placenta	ENCFF319NBQ	https://www.encodeproject.org/files/ENCFF319NBQ/@@download/ENCFF319NBQ.bam
placenta	ENCFF920RJY	https://www.encodeproject.org/files/ENCFF920RJY/@@download/ENCFF920RJY.bam
placenta	ENCFF853ULP	https://www.encodeproject.org/files/ENCFF853ULP/@@download/ENCFF853ULP.bam
placenta	ENCFF979EHK	https://www.encodeproject.org/files/ENCFF979EHK/@@download/ENCFF979EHK.bam
placenta	ENCFF627NPZ	https://www.encodeproject.org/files/ENCFF627NPZ/@@download/ENCFF627NPZ.bam
fibroblast of skin of back	ENCFF486ECD	https://www.encodeproject.org/files/ENCFF486ECD/@@download/ENCFF486ECD.bam
heart left ventricle	ENCFF594GME	https://www.encodeproject.org/files/ENCFF594GME/@@download/ENCFF594GME.bam
common myeloid progenitor, CD34-positive	ENCFF608DQL	https://www.encodeproject.org/files/ENCFF608DQL/@@download/ENCFF608DQL.bam
suppressor macrophage	ENCFF341GAI,ENCFF495QJT,ENCFF776QHE	https://www.encodeproject.org/files/ENCFF341GAI/@@download/ENCFF341GAI.bam
suppressor macrophage	ENCFF341GAI,ENCFF495QJT,ENCFF776QHE	https://www.encodeproject.org/files/ENCFF495QJT/@@download/ENCFF495QJT.bam
suppressor macrophage	ENCFF341GAI,ENCFF495QJT,ENCFF776QHE	https://www.encodeproject.org/files/ENCFF776QHE/@@download/ENCFF776QHE.bam
adrenal gland	ENCFF777YOX	https://www.encodeproject.org/files/ENCFF777YOX/@@download/ENCFF777YOX.bam
suppressor macrophage	ENCFF715PCV	https://www.encodeproject.org/files/ENCFF715PCV/@@download/ENCFF715PCV.bam
inflammatory macrophage	ENCFF309UZI,ENCFF983SKQ,ENCFF075CXL	https://www.encodeproject.org/files/ENCFF309UZI/@@download/ENCFF309UZI.bam
inflammatory macrophage	ENCFF309UZI,ENCFF983SKQ,ENCFF075CXL	https://www.encodeproject.org/files/ENCFF983SKQ/@@download/ENCFF983SKQ.bam
inflammatory macrophage	ENCFF309UZI,ENCFF983SKQ,ENCFF075CXL	https://www.encodeproject.org/files/ENCFF075CXL/@@download/ENCFF075CXL.bam
head of caudate nucleus	ENCFF862QBL	https://www.encodeproject.org/files/ENCFF862QBL/@@download/ENCFF862QBL.bam
middle frontal area 46	ENCFF522BTV	https://www.encodeproject.org/files/ENCFF522BTV/@@download/ENCFF522BTV.bam
head of caudate nucleus	ENCFF771UXO	https://www.encodeproject.org/files/ENCFF771UXO/@@download/ENCFF771UXO.bam
mucosa of descending colon	ENCFF920HUI	https://www.encodeproject.org/files/ENCFF920HUI/@@download/ENCFF920HUI.bam
posterior cingulate gyrus	ENCFF889NSC	https://www.encodeproject.org/files/ENCFF889NSC/@@download/ENCFF889NSC.bam
inflammatory macrophage	ENCFF092GYW,ENCFF222CYP	https://www.encodeproject.org/files/ENCFF092GYW/@@download/ENCFF092GYW.bam
inflammatory macrophage	ENCFF092GYW,ENCFF222CYP	https://www.encodeproject.org/files/ENCFF222CYP/@@download/ENCFF222CYP.bam
spleen	ENCFF470LMW	https://www.encodeproject.org/files/ENCFF470LMW/@@download/ENCFF470LMW.bam
middle frontal area 46	ENCFF988KEG	https://www.encodeproject.org/files/ENCFF988KEG/@@download/ENCFF988KEG.bam
mesenchymal stem cell	ENCFF701GQV	https://www.encodeproject.org/files/ENCFF701GQV/@@download/ENCFF701GQV.bam
pancreas	ENCFF901ZDT	https://www.encodeproject.org/files/ENCFF901ZDT/@@download/ENCFF901ZDT.bam
mammary epithelial cell	ENCFF287LBM	https://www.encodeproject.org/files/ENCFF287LBM/@@download/ENCFF287LBM.bam
head of caudate nucleus	ENCFF827TMG	https://www.encodeproject.org/files/ENCFF827TMG/@@download/ENCFF827TMG.bam
mucosa of descending colon	ENCFF314XUO	https://www.encodeproject.org/files/ENCFF314XUO/@@download/ENCFF314XUO.bam
brain	ENCFF371LDJ	https://www.encodeproject.org/files/ENCFF371LDJ/@@download/ENCFF371LDJ.bam
head of caudate nucleus	ENCFF884TYA	https://www.encodeproject.org/files/ENCFF884TYA/@@download/ENCFF884TYA.bam
head of caudate nucleus	ENCFF368BNB	https://www.encodeproject.org/files/ENCFF368BNB/@@download/ENCFF368BNB.bam
left ventricle myocardium superior	ENCFF318PTL	https://www.encodeproject.org/files/ENCFF318PTL/@@download/ENCFF318PTL.bam
head of caudate nucleus	ENCFF792ORU	https://www.encodeproject.org/files/ENCFF792ORU/@@download/ENCFF792ORU.bam
middle frontal area 46	ENCFF867WDS	https://www.encodeproject.org/files/ENCFF867WDS/@@download/ENCFF867WDS.bam
posterior vena cava	ENCFF622SVF	https://www.encodeproject.org/files/ENCFF622SVF/@@download/ENCFF622SVF.bam
middle frontal area 46	ENCFF939SND	https://www.encodeproject.org/files/ENCFF939SND/@@download/ENCFF939SND.bam
head of caudate nucleus	ENCFF566NNW	https://www.encodeproject.org/files/ENCFF566NNW/@@download/ENCFF566NNW.bam
CD4-positive, alpha-beta T cell	ENCFF763WCK,ENCFF277GFU	https://www.encodeproject.org/files/ENCFF763WCK/@@download/ENCFF763WCK.bam
CD4-positive, alpha-beta T cell	ENCFF763WCK,ENCFF277GFU	https://www.encodeproject.org/files/ENCFF277GFU/@@download/ENCFF277GFU.bam
cardiac septum	ENCFF555LVN	https://www.encodeproject.org/files/ENCFF555LVN/@@download/ENCFF555LVN.bam
uterus	ENCFF060XFZ	https://www.encodeproject.org/files/ENCFF060XFZ/@@download/ENCFF060XFZ.bam
CD4-positive, alpha-beta T cell	ENCFF603YHV,ENCFF641ZLY	https://www.encodeproject.org/files/ENCFF603YHV/@@download/ENCFF603YHV.bam
CD4-positive, alpha-beta T cell	ENCFF603YHV,ENCFF641ZLY	https://www.encodeproject.org/files/ENCFF641ZLY/@@download/ENCFF641ZLY.bam
CD4-positive, alpha-beta T cell	ENCFF027WEE	https://www.encodeproject.org/files/ENCFF027WEE/@@download/ENCFF027WEE.bam
CD4-positive, alpha-beta T cell	ENCFF543JFK	https://www.encodeproject.org/files/ENCFF543JFK/@@download/ENCFF543JFK.bam
right cardiac atrium	ENCFF964OVF	https://www.encodeproject.org/files/ENCFF964OVF/@@download/ENCFF964OVF.bam
upper lobe of left lung	ENCFF197JQT	https://www.encodeproject.org/files/ENCFF197JQT/@@download/ENCFF197JQT.bam
activated CD4-positive, alpha-beta T cell	ENCFF438TQW	https://www.encodeproject.org/files/ENCFF438TQW/@@download/ENCFF438TQW.bam
left colon	ENCFF873BRQ	https://www.encodeproject.org/files/ENCFF873BRQ/@@download/ENCFF873BRQ.bam
sciatic nerve	ENCFF659HLR	https://www.encodeproject.org/files/ENCFF659HLR/@@download/ENCFF659HLR.bam
left lung	ENCFF799RBH	https://www.encodeproject.org/files/ENCFF799RBH/@@download/ENCFF799RBH.bam
psoas muscle	ENCFF438HCN	https://www.encodeproject.org/files/ENCFF438HCN/@@download/ENCFF438HCN.bam
lower lobe of left lung	ENCFF638DOH	https://www.encodeproject.org/files/ENCFF638DOH/@@download/ENCFF638DOH.bam
mesenteric fat pad	ENCFF188MPX	https://www.encodeproject.org/files/ENCFF188MPX/@@download/ENCFF188MPX.bam
Right ventricle myocardium superior	ENCFF712ABC	https://www.encodeproject.org/files/ENCFF712ABC/@@download/ENCFF712ABC.bam
CD14-positive monocyte	ENCFF178ZUB,ENCFF772WPQ	https://www.encodeproject.org/files/ENCFF178ZUB/@@download/ENCFF178ZUB.bam
CD14-positive monocyte	ENCFF178ZUB,ENCFF772WPQ	https://www.encodeproject.org/files/ENCFF772WPQ/@@download/ENCFF772WPQ.bam
lower lobe of right lung	ENCFF708FAL	https://www.encodeproject.org/files/ENCFF708FAL/@@download/ENCFF708FAL.bam
inflammatory macrophage	ENCFF183DEM	https://www.encodeproject.org/files/ENCFF183DEM/@@download/ENCFF183DEM.bam
heart right ventricle	ENCFF035JJX	https://www.encodeproject.org/files/ENCFF035JJX/@@download/ENCFF035JJX.bam
right lobe of liver	ENCFF840YUG	https://www.encodeproject.org/files/ENCFF840YUG/@@download/ENCFF840YUG.bam
CD4-positive, alpha-beta T cell	ENCFF770BGK	https://www.encodeproject.org/files/ENCFF770BGK/@@download/ENCFF770BGK.bam
activated CD4-positive, alpha-beta T cell	ENCFF551LYH	https://www.encodeproject.org/files/ENCFF551LYH/@@download/ENCFF551LYH.bam
mucosa of gallbladder	ENCFF615WJV	https://www.encodeproject.org/files/ENCFF615WJV/@@download/ENCFF615WJV.bam
CD4-positive, alpha-beta T cell	ENCFF971KMR	https://www.encodeproject.org/files/ENCFF971KMR/@@download/ENCFF971KMR.bam
lung	ENCFF416BED	https://www.encodeproject.org/files/ENCFF416BED/@@download/ENCFF416BED.bam
CD4-positive, alpha-beta T cell	ENCFF059GDT	https://www.encodeproject.org/files/ENCFF059GDT/@@download/ENCFF059GDT.bam
Right ventricle myocardium inferior	ENCFF880IHN	https://www.encodeproject.org/files/ENCFF880IHN/@@download/ENCFF880IHN.bam
activated CD4-positive, alpha-beta T cell	ENCFF262TCQ	https://www.encodeproject.org/files/ENCFF262TCQ/@@download/ENCFF262TCQ.bam
CD4-positive, alpha-beta T cell	ENCFF034HPJ	https://www.encodeproject.org/files/ENCFF034HPJ/@@download/ENCFF034HPJ.bam
activated CD8-positive, alpha-beta T cell	ENCFF563CJV	https://www.encodeproject.org/files/ENCFF563CJV/@@download/ENCFF563CJV.bam
CD4-positive, alpha-beta T cell	ENCFF219BOS	https://www.encodeproject.org/files/ENCFF219BOS/@@download/ENCFF219BOS.bam
CD4-positive, alpha-beta T cell	ENCFF510GQR	https://www.encodeproject.org/files/ENCFF510GQR/@@download/ENCFF510GQR.bam
CD4-positive, alpha-beta memory T cell	ENCFF846OVX	https://www.encodeproject.org/files/ENCFF846OVX/@@download/ENCFF846OVX.bam
activated CD4-positive, alpha-beta T cell	ENCFF012RJR	https://www.encodeproject.org/files/ENCFF012RJR/@@download/ENCFF012RJR.bam
CD4-positive, alpha-beta T cell	ENCFF322BMW	https://www.encodeproject.org/files/ENCFF322BMW/@@download/ENCFF322BMW.bam
activated CD4 positive, naive alpha-beta T cell	ENCFF030YEL	https://www.encodeproject.org/files/ENCFF030YEL/@@download/ENCFF030YEL.bam
CD4-positive, alpha-beta T cell	ENCFF339XHL	https://www.encodeproject.org/files/ENCFF339XHL/@@download/ENCFF339XHL.bam
sigmoid colon	ENCFF800ZBY	https://www.encodeproject.org/files/ENCFF800ZBY/@@download/ENCFF800ZBY.bam
right lung	ENCFF967QBL	https://www.encodeproject.org/files/ENCFF967QBL/@@download/ENCFF967QBL.bam
placenta	ENCFF965YWF	https://www.encodeproject.org/files/ENCFF965YWF/@@download/ENCFF965YWF.bam
A549	ENCFF541WWN,ENCFF956CDV,ENCFF225LKK,ENCFF282JQS	https://www.encodeproject.org/files/ENCFF541WWN/@@download/ENCFF541WWN.bam
A549	ENCFF541WWN,ENCFF956CDV,ENCFF225LKK,ENCFF282JQS	https://www.encodeproject.org/files/ENCFF956CDV/@@download/ENCFF956CDV.bam
A549	ENCFF541WWN,ENCFF956CDV,ENCFF225LKK,ENCFF282JQS	https://www.encodeproject.org/files/ENCFF225LKK/@@download/ENCFF225LKK.bam
A549	ENCFF541WWN,ENCFF956CDV,ENCFF225LKK,ENCFF282JQS	https://www.encodeproject.org/files/ENCFF282JQS/@@download/ENCFF282JQS.bam
placenta	ENCFF981NTO	https://www.encodeproject.org/files/ENCFF981NTO/@@download/ENCFF981NTO.bam
B cell	ENCFF610NZO	https://www.encodeproject.org/files/ENCFF610NZO/@@download/ENCFF610NZO.bam
CD4-positive naive resting alpha-beta T cell	ENCFF731JMS	https://www.encodeproject.org/files/ENCFF731JMS/@@download/ENCFF731JMS.bam
placenta	ENCFF712AXV	https://www.encodeproject.org/files/ENCFF712AXV/@@download/ENCFF712AXV.bam
middle frontal area 46	ENCFF464WCG	https://www.encodeproject.org/files/ENCFF464WCG/@@download/ENCFF464WCG.bam
G401	ENCFF910NWW	https://www.encodeproject.org/files/ENCFF910NWW/@@download/ENCFF910NWW.bam
head of caudate nucleus	ENCFF765OWP	https://www.encodeproject.org/files/ENCFF765OWP/@@download/ENCFF765OWP.bam
posterior cingulate gyrus	ENCFF148VCX	https://www.encodeproject.org/files/ENCFF148VCX/@@download/ENCFF148VCX.bam
middle frontal area 46	ENCFF796GKB	https://www.encodeproject.org/files/ENCFF796GKB/@@download/ENCFF796GKB.bam
head of caudate nucleus	ENCFF680CMN	https://www.encodeproject.org/files/ENCFF680CMN/@@download/ENCFF680CMN.bam
middle frontal area 46	ENCFF863BVX	https://www.encodeproject.org/files/ENCFF863BVX/@@download/ENCFF863BVX.bam
middle frontal area 46	ENCFF014VVM	https://www.encodeproject.org/files/ENCFF014VVM/@@download/ENCFF014VVM.bam
middle frontal area 46	ENCFF542UZY	https://www.encodeproject.org/files/ENCFF542UZY/@@download/ENCFF542UZY.bam
middle frontal area 46	ENCFF294JUS	https://www.encodeproject.org/files/ENCFF294JUS/@@download/ENCFF294JUS.bam
posterior cingulate gyrus	ENCFF867SWA	https://www.encodeproject.org/files/ENCFF867SWA/@@download/ENCFF867SWA.bam
middle frontal area 46	ENCFF711MLH	https://www.encodeproject.org/files/ENCFF711MLH/@@download/ENCFF711MLH.bam
head of caudate nucleus	ENCFF556SGL	https://www.encodeproject.org/files/ENCFF556SGL/@@download/ENCFF556SGL.bam
head of caudate nucleus	ENCFF763NLU	https://www.encodeproject.org/files/ENCFF763NLU/@@download/ENCFF763NLU.bam
middle frontal area 46	ENCFF687NUR	https://www.encodeproject.org/files/ENCFF687NUR/@@download/ENCFF687NUR.bam
posterior cingulate gyrus	ENCFF130QIJ	https://www.encodeproject.org/files/ENCFF130QIJ/@@download/ENCFF130QIJ.bam
