numerical_id	unique_id	treatment_id	File accession_Accessibility	File format	File type	Output type	File assembly	Experiment accession_Accessibility	Assay_Accessibility	Donor(s)_Accessibility	Biosample term id_Accessibility	Biosample term name	Biosample type_Accessibility	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Library made from_Accessibility	Experiment date released_Accessibility	Project_Accessibility	Library fragmentation method_Accessibility	Biological replicate(s)_Accessibility	Technical replicate(s)_Accessibility	Mapped read length_Accessibility	Run type_Accessibility	Derived from_Accessibility	Size_Accessibility	Lab	md5sum_Accessibility	File download URL_Accessibility	File Status_Accessibility	s3_uri_Accessibility	File analysis title_Accessibility	File analysis status_Accessibility	Audit WARNING_Accessibility	Audit NOT_COMPLIANT_Accessibility	Audit ERROR_Accessibility	Biosample summary_Accessibility	Biosample stage_Accessibility	Biosample age_Accessibility	File accession_H3K27ac	Experiment accession_H3K27ac	Assay_H3K27ac	Donor(s)_H3K27ac	Biosample term id_H3K27ac	Biosample type_H3K27ac	Experiment target_H3K27ac	Library made from_H3K27ac	Library crosslinking method_H3K27ac	Experiment date released_H3K27ac	Project_H3K27ac	Library fragmentation method_H3K27ac	Library size range_H3K27ac	Biological replicate(s)_H3K27ac	Technical replicate(s)_H3K27ac	Mapped read length_H3K27ac	Run type_H3K27ac	Derived from_H3K27ac	Size_H3K27ac	md5sum_H3K27ac	File download URL_H3K27ac	File Status_H3K27ac	s3_uri_H3K27ac	File analysis title_H3K27ac	File analysis status_H3K27ac	Audit WARNING_H3K27ac	Audit NOT_COMPLIANT_H3K27ac	Biosample summary_H3K27ac	Biosample stage_H3K27ac	Biosample age_H3K27ac	File accession_H3K27ac bam	File accession_Accessibility bam
ID_10	right_lobe_of_liver_tissue_female_adult_(41_years)_41_years_1_1_right_lobe_of_liver_tissue_female_adult_(53_years)_53_years_2_1	<NA>_<NA>_<NA>	ENCFF854BNU	bam	bam	unfiltered alignments	GRCh38	ENCSR933GMM	DNase-seq	/human-donors/ENCDO575WHY/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF300JBJ/, /files/ENCFF169KNY/, /files/ENCFF260IYR/, /files/ENCFF884HOA/, /files/ENCFF958CMK/, /files/ENCFF743IWH/, /files/ENCFF291GJP/	12736826088	ENCODE Processing Pipeline	c2da6510297f78fd0dbd616abeac6304	https://www.encodeproject.org/files/ENCFF854BNU/@@download/ENCFF854BNU.bam	released	s3://encode-public/2020/09/28/3594e069-1fc0-4572-9547-36931c285b75/ENCFF854BNU.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released				right_lobe_of_liver_tissue_female_adult_(41_years)	adult	41 years	ENCFF833JWT	ENCSR981UJA	Histone ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001114	tissue	H3K27ac-human	DNA		2016-11-03	ENCODE	sonication (generic)	200-600	2	2_1	76	single-ended	/files/ENCFF135NRF/, /files/ENCFF020LUU/, /files/ENCFF110MCL/	1055092419	7219015af4fb263cdc4d2d1c783f3b47	https://www.encodeproject.org/files/ENCFF833JWT/@@download/ENCFF833JWT.bam	released	s3://encode-public/2020/09/17/2a037bc5-009c-4b1d-99d0-b11060916f9c/ENCFF833JWT.bam	ENCODE4 v1.5.1 GRCh38	released	low read depth, mild to moderate bottlenecking		right_lobe_of_liver_tissue_female_adult_(53_years)	adult	53 years	ENCFF833JWT	ENCFF854BNU
ID_11	aorta_tissue_female_adult_(59_years)_59_years_1_1_aorta_tissue_female_adult_(30_years)_30_years_1_2	<NA>_<NA>_<NA>	ENCFF397WGK	bam	bam	unfiltered alignments	GRCh38	ENCSR595DQM	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0000947	aorta	tissue	Homo sapiens				DNA	2020-09-28	ENCODE		1	1_1	76	single-ended	/files/ENCFF262ZLH/, /files/ENCFF482JJP/, /files/ENCFF275CXV/, /files/ENCFF443FAT/, /files/ENCFF884HOA/	18222442635	ENCODE Processing Pipeline	f83d1b09607408d039537699f0ed7bfe	https://www.encodeproject.org/files/ENCFF397WGK/@@download/ENCFF397WGK.bam	released	s3://encode-public/2020/09/25/06b47181-ca1d-457c-9c1b-123383cdf1d1/ENCFF397WGK.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released				aorta_tissue_female_adult_(59_years)	adult	59 years	ENCFF233YWT	ENCSR322TJD	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0000947	tissue	H3K27ac-human	DNA		2013-07-31	Roadmap			1	1_2	36	single-ended	/files/ENCFF110MCL/, /files/ENCFF156XMU/	1260468636	92ee109efabac7f715a00ba148386665	https://www.encodeproject.org/files/ENCFF233YWT/@@download/ENCFF233YWT.bam	released	s3://encode-public/2020/10/19/d3649644-bb8b-4dc8-b18b-b36007b38c0e/ENCFF233YWT.bam	ENCODE4 v1.5.1 GRCh38	released	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking		aorta_tissue_female_adult_(30_years)	adult	30 years	ENCFF233YWT	ENCFF397WGK
ID_12	CD14-positive_monocyte_male_adult_(30_years)_30_years_1_1_CD14-positive_monocyte_female_<NA>_1_1	<NA>_<NA>_<NA>	ENCFF856YMV	bam	bam	unfiltered alignments	GRCh38	ENCSR241BNZ	DNase-seq	/human-donors/ENCDO544CHQ/	CL:0001054	CD14-positive monocyte	primary cell	Homo sapiens				DNA	2020-10-05	ENCODE		1	1_1	76	single-ended	/files/ENCFF960OEQ/, /files/ENCFF240BQH/, /files/ENCFF453ORV/, /files/ENCFF884HOA/, /files/ENCFF223UII/, /files/ENCFF676UYS/, /files/ENCFF189NQW/	12481974803	ENCODE Processing Pipeline	9385f519ed275343fd842f24b8377f29	https://www.encodeproject.org/files/ENCFF856YMV/@@download/ENCFF856YMV.bam	released	s3://encode-public/2020/10/02/9a4fea13-569c-48da-817b-ed5202ff3ff7/ENCFF856YMV.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			CD14-positive_monocyte_male_adult_(30_years)	adult	30 years	ENCFF541EYI	ENCSR000ASJ	Histone ChIP-seq	/human-donors/ENCDO265AAA/	CL:0001054	primary cell	H3K27ac-human	DNA		2012-08-06	ENCODE	see document		1	1_1	36	single-ended	/files/ENCFF000CEN/, /files/ENCFF110MCL/	1183796670	76ffa17941935063878d1c27fb1f3d59	https://www.encodeproject.org/files/ENCFF541EYI/@@download/ENCFF541EYI.bam	released	s3://encode-public/2020/09/30/503d7d96-46a8-4c73-877e-20de0fa66ce8/ENCFF541EYI.bam	ENCODE4 v1.5.1 GRCh38	released	low read depth, inconsistent platforms, low read length		CD14-positive_monocyte_female	unknown		ENCFF541EYI	ENCFF856YMV
ID_13	spleen_tissue_female_adult_(59_years)_59_years_1_1_spleen_tissue_male_adult_(26_years)_26_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF644HJM	bam	bam	unfiltered alignments	GRCh38	ENCSR946OIO	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF887OQO/, /files/ENCFF949VIZ/, /files/ENCFF081JJQ/, /files/ENCFF884HOA/, /files/ENCFF103YIZ/	16271802669	ENCODE Processing Pipeline	799eea7dc8e429039ba12a45fa06d62a	https://www.encodeproject.org/files/ENCFF644HJM/@@download/ENCFF644HJM.bam	released	s3://encode-public/2020/09/28/91a83505-e65e-441c-b45f-ac5dc529f946/ENCFF644HJM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF188TJD	ENCSR401KZW	Histone ChIP-seq	/human-donors/ENCDO221IPH/	UBERON:0002106	tissue	H3K27ac-human	DNA		2020-09-03	ENCODE	sonication (generic)	200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF851RXE/, /files/ENCFF553ZRR/, /files/ENCFF519CUG/, /files/ENCFF290ZYP/, /files/ENCFF664VDZ/, /files/ENCFF892CVQ/, /files/ENCFF235WAR/, /files/ENCFF110MCL/, /files/ENCFF014COL/	2502351105	a4b1d2261b420f2bdd03d9b2d6852d91	https://www.encodeproject.org/files/ENCFF188TJD/@@download/ENCFF188TJD.bam	released	s3://encode-public/2020/07/23/014887e4-2683-41e3-b1b4-99bab9c04252/ENCFF188TJD.bam	ENCODE4 v1.5.0 GRCh38	released			spleen_tissue_male_adult_(26_years)	adult	26 years	ENCFF188TJD	ENCFF644HJM
ID_14	spleen_tissue_female_adult_(59_years)_59_years_1_1_spleen_tissue_female_adult_(41_years)_41_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF644HJM	bam	bam	unfiltered alignments	GRCh38	ENCSR946OIO	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF887OQO/, /files/ENCFF949VIZ/, /files/ENCFF081JJQ/, /files/ENCFF884HOA/, /files/ENCFF103YIZ/	16271802669	ENCODE Processing Pipeline	799eea7dc8e429039ba12a45fa06d62a	https://www.encodeproject.org/files/ENCFF644HJM/@@download/ENCFF644HJM.bam	released	s3://encode-public/2020/09/28/91a83505-e65e-441c-b45f-ac5dc529f946/ENCFF644HJM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF451IRO	ENCSR343DFX	Histone ChIP-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	tissue	H3K27ac-human	DNA		2020-09-10	ENCODE	sonication (generic)	200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF632ZIJ/, /files/ENCFF060POO/, /files/ENCFF092CZH/, /files/ENCFF756YKE/, /files/ENCFF746YOC/, /files/ENCFF870MFX/, /files/ENCFF288YPO/, /files/ENCFF228JKO/, /files/ENCFF110MCL/	2442940847	bbf5d6a0dff294da6d9b3349164a06d1	https://www.encodeproject.org/files/ENCFF451IRO/@@download/ENCFF451IRO.bam	released	s3://encode-public/2020/07/23/bc9b071c-6271-426a-b1ea-4fb18e5fd7c9/ENCFF451IRO.bam	ENCODE4 v1.5.0 GRCh38	released			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF451IRO	ENCFF644HJM
ID_15	spleen_tissue_female_adult_(59_years)_59_years_1_1_spleen_tissue_female_adult_(59_years)_59_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF644HJM	bam	bam	unfiltered alignments	GRCh38	ENCSR946OIO	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF887OQO/, /files/ENCFF949VIZ/, /files/ENCFF081JJQ/, /files/ENCFF884HOA/, /files/ENCFF103YIZ/	16271802669	ENCODE Processing Pipeline	799eea7dc8e429039ba12a45fa06d62a	https://www.encodeproject.org/files/ENCFF644HJM/@@download/ENCFF644HJM.bam	released	s3://encode-public/2020/09/28/91a83505-e65e-441c-b45f-ac5dc529f946/ENCFF644HJM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF319NIE	ENCSR564WJA	Histone ChIP-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	tissue	H3K27ac-human	DNA		2020-09-10	ENCODE	sonication (generic)	200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF110MCL/, /files/ENCFF121CDZ/, /files/ENCFF740RUL/, /files/ENCFF235AXZ/, /files/ENCFF519TMX/, /files/ENCFF453JRN/, /files/ENCFF808LUK/, /files/ENCFF879ZCL/, /files/ENCFF805XNT/	2300123191	fd86067c966ae22ce41399ac416a36cf	https://www.encodeproject.org/files/ENCFF319NIE/@@download/ENCFF319NIE.bam	released	s3://encode-public/2020/07/23/e35d4b2d-c6e8-4412-b88c-e497a1d12ea2/ENCFF319NIE.bam	ENCODE4 v1.5.0 GRCh38	released			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF319NIE	ENCFF644HJM
ID_16	spleen_tissue_female_adult_(59_years)_59_years_1_1_spleen_tissue_female_adult_(61_years)_61_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF644HJM	bam	bam	unfiltered alignments	GRCh38	ENCSR946OIO	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF887OQO/, /files/ENCFF949VIZ/, /files/ENCFF081JJQ/, /files/ENCFF884HOA/, /files/ENCFF103YIZ/	16271802669	ENCODE Processing Pipeline	799eea7dc8e429039ba12a45fa06d62a	https://www.encodeproject.org/files/ENCFF644HJM/@@download/ENCFF644HJM.bam	released	s3://encode-public/2020/09/28/91a83505-e65e-441c-b45f-ac5dc529f946/ENCFF644HJM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF975CQD	ENCSR436JNB	Histone ChIP-seq	/human-donors/ENCDO186XRB/	UBERON:0002106	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF010GVM/, /files/ENCFF689COG/, /files/ENCFF110MCL/, /files/ENCFF417BHH/, /files/ENCFF758SRN/, /files/ENCFF317IDE/, /files/ENCFF901VRJ/, /files/ENCFF091YBK/, /files/ENCFF742IFJ/	2444331217	1bb6549f1e3ea6a5c3ac130361897a81	https://www.encodeproject.org/files/ENCFF975CQD/@@download/ENCFF975CQD.bam	released	s3://encode-public/2021/06/23/26522e37-50e5-42ab-a9de-4c3e86c08cb5/ENCFF975CQD.bam	ENCODE4 v1.8.0 GRCh38	released			spleen_tissue_female_adult_(61_years)	adult	61 years	ENCFF975CQD	ENCFF644HJM
ID_17	spleen_tissue_female_adult_(59_years)_59_years_1_1_spleen_tissue_male_adult_(37_years)_37_years_2_1,_2_2	<NA>_<NA>_<NA>	ENCFF644HJM	bam	bam	unfiltered alignments	GRCh38	ENCSR946OIO	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF887OQO/, /files/ENCFF949VIZ/, /files/ENCFF081JJQ/, /files/ENCFF884HOA/, /files/ENCFF103YIZ/	16271802669	ENCODE Processing Pipeline	799eea7dc8e429039ba12a45fa06d62a	https://www.encodeproject.org/files/ENCFF644HJM/@@download/ENCFF644HJM.bam	released	s3://encode-public/2020/09/28/91a83505-e65e-441c-b45f-ac5dc529f946/ENCFF644HJM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF443NQO	ENCSR426VHO	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	tissue	H3K27ac-human	DNA		2019-09-11	ENCODE	sonication (generic)	200-600	2	2_1, 2_2	76	single-ended	/files/ENCFF545NBT/, /files/ENCFF742JGZ/, /files/ENCFF990BNJ/, /files/ENCFF061MTL/, /files/ENCFF832LFB/, /files/ENCFF419CCZ/, /files/ENCFF989KCU/, /files/ENCFF110MCL/, /files/ENCFF055HTK/	2828402505	112bcf126530d4be59795262c36bab95	https://www.encodeproject.org/files/ENCFF443NQO/@@download/ENCFF443NQO.bam	released	s3://encode-public/2020/09/23/8ad46c67-acc8-4f66-9ed4-6da2446897f5/ENCFF443NQO.bam	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		spleen_tissue_male_adult_(37_years)	adult	37 years	ENCFF443NQO	ENCFF644HJM
ID_18	spleen_tissue_female_adult_(59_years)_59_years_1_1_spleen_tissue_female_adult_(51_years)_51_years_2_1,_2_2	<NA>_<NA>_<NA>	ENCFF644HJM	bam	bam	unfiltered alignments	GRCh38	ENCSR946OIO	DNase-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF887OQO/, /files/ENCFF949VIZ/, /files/ENCFF081JJQ/, /files/ENCFF884HOA/, /files/ENCFF103YIZ/	16271802669	ENCODE Processing Pipeline	799eea7dc8e429039ba12a45fa06d62a	https://www.encodeproject.org/files/ENCFF644HJM/@@download/ENCFF644HJM.bam	released	s3://encode-public/2020/09/28/91a83505-e65e-441c-b45f-ac5dc529f946/ENCFF644HJM.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF395IUJ	ENCSR668GBL	Histone ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0002106	tissue	H3K27ac-human	DNA		2019-09-11	ENCODE	sonication (generic)	200-600	2	2_1, 2_2	76	single-ended	/files/ENCFF110MCL/, /files/ENCFF998RTI/, /files/ENCFF577ADA/, /files/ENCFF387OOU/, /files/ENCFF515TGH/, /files/ENCFF814AUB/, /files/ENCFF540HTQ/, /files/ENCFF526WQQ/, /files/ENCFF600SAV/, /files/ENCFF305JXR/, /files/ENCFF538TWV/, /files/ENCFF086PRM/, /files/ENCFF203TIC/	2830723399	8b736755477db82743d401d6c11ae5cf	https://www.encodeproject.org/files/ENCFF395IUJ/@@download/ENCFF395IUJ.bam	released	s3://encode-public/2020/09/22/c9d886bd-32dd-4780-ba7e-fb3c32452285/ENCFF395IUJ.bam	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		spleen_tissue_female_adult_(51_years)	adult	51 years	ENCFF395IUJ	ENCFF644HJM
ID_19	spleen_tissue_female_adult_(41_years)_41_years_1_1_spleen_tissue_male_adult_(26_years)_26_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF191QFX	bam	bam	unfiltered alignments	GRCh38	ENCSR597UIG	DNase-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF763HXU/, /files/ENCFF834OBR/, /files/ENCFF569VXR/, /files/ENCFF884HOA/, /files/ENCFF957FCM/, /files/ENCFF997FIA/, /files/ENCFF391GBJ/	12569585487	ENCODE Processing Pipeline	4a3d91460d974e5fabb7476e43255120	https://www.encodeproject.org/files/ENCFF191QFX/@@download/ENCFF191QFX.bam	released	s3://encode-public/2020/09/28/22da0db0-c947-4cfb-9492-e55152bdef87/ENCFF191QFX.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF188TJD	ENCSR401KZW	Histone ChIP-seq	/human-donors/ENCDO221IPH/	UBERON:0002106	tissue	H3K27ac-human	DNA		2020-09-03	ENCODE	sonication (generic)	200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF851RXE/, /files/ENCFF553ZRR/, /files/ENCFF519CUG/, /files/ENCFF290ZYP/, /files/ENCFF664VDZ/, /files/ENCFF892CVQ/, /files/ENCFF235WAR/, /files/ENCFF110MCL/, /files/ENCFF014COL/	2502351105	a4b1d2261b420f2bdd03d9b2d6852d91	https://www.encodeproject.org/files/ENCFF188TJD/@@download/ENCFF188TJD.bam	released	s3://encode-public/2020/07/23/014887e4-2683-41e3-b1b4-99bab9c04252/ENCFF188TJD.bam	ENCODE4 v1.5.0 GRCh38	released			spleen_tissue_male_adult_(26_years)	adult	26 years	ENCFF188TJD	ENCFF191QFX
ID_20	spleen_tissue_female_adult_(41_years)_41_years_1_1_spleen_tissue_female_adult_(41_years)_41_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF191QFX	bam	bam	unfiltered alignments	GRCh38	ENCSR597UIG	DNase-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF763HXU/, /files/ENCFF834OBR/, /files/ENCFF569VXR/, /files/ENCFF884HOA/, /files/ENCFF957FCM/, /files/ENCFF997FIA/, /files/ENCFF391GBJ/	12569585487	ENCODE Processing Pipeline	4a3d91460d974e5fabb7476e43255120	https://www.encodeproject.org/files/ENCFF191QFX/@@download/ENCFF191QFX.bam	released	s3://encode-public/2020/09/28/22da0db0-c947-4cfb-9492-e55152bdef87/ENCFF191QFX.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF451IRO	ENCSR343DFX	Histone ChIP-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	tissue	H3K27ac-human	DNA		2020-09-10	ENCODE	sonication (generic)	200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF632ZIJ/, /files/ENCFF060POO/, /files/ENCFF092CZH/, /files/ENCFF756YKE/, /files/ENCFF746YOC/, /files/ENCFF870MFX/, /files/ENCFF288YPO/, /files/ENCFF228JKO/, /files/ENCFF110MCL/	2442940847	bbf5d6a0dff294da6d9b3349164a06d1	https://www.encodeproject.org/files/ENCFF451IRO/@@download/ENCFF451IRO.bam	released	s3://encode-public/2020/07/23/bc9b071c-6271-426a-b1ea-4fb18e5fd7c9/ENCFF451IRO.bam	ENCODE4 v1.5.0 GRCh38	released			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF451IRO	ENCFF191QFX
ID_21	spleen_tissue_female_adult_(41_years)_41_years_1_1_spleen_tissue_female_adult_(59_years)_59_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF191QFX	bam	bam	unfiltered alignments	GRCh38	ENCSR597UIG	DNase-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF763HXU/, /files/ENCFF834OBR/, /files/ENCFF569VXR/, /files/ENCFF884HOA/, /files/ENCFF957FCM/, /files/ENCFF997FIA/, /files/ENCFF391GBJ/	12569585487	ENCODE Processing Pipeline	4a3d91460d974e5fabb7476e43255120	https://www.encodeproject.org/files/ENCFF191QFX/@@download/ENCFF191QFX.bam	released	s3://encode-public/2020/09/28/22da0db0-c947-4cfb-9492-e55152bdef87/ENCFF191QFX.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF319NIE	ENCSR564WJA	Histone ChIP-seq	/human-donors/ENCDO856ZOJ/	UBERON:0002106	tissue	H3K27ac-human	DNA		2020-09-10	ENCODE	sonication (generic)	200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF110MCL/, /files/ENCFF121CDZ/, /files/ENCFF740RUL/, /files/ENCFF235AXZ/, /files/ENCFF519TMX/, /files/ENCFF453JRN/, /files/ENCFF808LUK/, /files/ENCFF879ZCL/, /files/ENCFF805XNT/	2300123191	fd86067c966ae22ce41399ac416a36cf	https://www.encodeproject.org/files/ENCFF319NIE/@@download/ENCFF319NIE.bam	released	s3://encode-public/2020/07/23/e35d4b2d-c6e8-4412-b88c-e497a1d12ea2/ENCFF319NIE.bam	ENCODE4 v1.5.0 GRCh38	released			spleen_tissue_female_adult_(59_years)	adult	59 years	ENCFF319NIE	ENCFF191QFX
ID_22	spleen_tissue_female_adult_(41_years)_41_years_1_1_spleen_tissue_female_adult_(61_years)_61_years_1_1,_1_2	<NA>_<NA>_<NA>	ENCFF191QFX	bam	bam	unfiltered alignments	GRCh38	ENCSR597UIG	DNase-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF763HXU/, /files/ENCFF834OBR/, /files/ENCFF569VXR/, /files/ENCFF884HOA/, /files/ENCFF957FCM/, /files/ENCFF997FIA/, /files/ENCFF391GBJ/	12569585487	ENCODE Processing Pipeline	4a3d91460d974e5fabb7476e43255120	https://www.encodeproject.org/files/ENCFF191QFX/@@download/ENCFF191QFX.bam	released	s3://encode-public/2020/09/28/22da0db0-c947-4cfb-9492-e55152bdef87/ENCFF191QFX.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF975CQD	ENCSR436JNB	Histone ChIP-seq	/human-donors/ENCDO186XRB/	UBERON:0002106	tissue	H3K27ac-human	DNA		2021-06-24	ENCODE		200-600	1	1_1, 1_2	76	single-ended	/files/ENCFF010GVM/, /files/ENCFF689COG/, /files/ENCFF110MCL/, /files/ENCFF417BHH/, /files/ENCFF758SRN/, /files/ENCFF317IDE/, /files/ENCFF901VRJ/, /files/ENCFF091YBK/, /files/ENCFF742IFJ/	2444331217	1bb6549f1e3ea6a5c3ac130361897a81	https://www.encodeproject.org/files/ENCFF975CQD/@@download/ENCFF975CQD.bam	released	s3://encode-public/2021/06/23/26522e37-50e5-42ab-a9de-4c3e86c08cb5/ENCFF975CQD.bam	ENCODE4 v1.8.0 GRCh38	released			spleen_tissue_female_adult_(61_years)	adult	61 years	ENCFF975CQD	ENCFF191QFX
ID_23	spleen_tissue_female_adult_(41_years)_41_years_1_1_spleen_tissue_male_adult_(37_years)_37_years_2_1,_2_2	<NA>_<NA>_<NA>	ENCFF191QFX	bam	bam	unfiltered alignments	GRCh38	ENCSR597UIG	DNase-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens				DNA	2020-10-02	ENCODE		1	1_1	76	single-ended	/files/ENCFF763HXU/, /files/ENCFF834OBR/, /files/ENCFF569VXR/, /files/ENCFF884HOA/, /files/ENCFF957FCM/, /files/ENCFF997FIA/, /files/ENCFF391GBJ/	12569585487	ENCODE Processing Pipeline	4a3d91460d974e5fabb7476e43255120	https://www.encodeproject.org/files/ENCFF191QFX/@@download/ENCFF191QFX.bam	released	s3://encode-public/2020/09/28/22da0db0-c947-4cfb-9492-e55152bdef87/ENCFF191QFX.bam	ENCODE4 v3.0.0-alpha.2 GRCh38	released	low spot score			spleen_tissue_female_adult_(41_years)	adult	41 years	ENCFF443NQO	ENCSR426VHO	Histone ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002106	tissue	H3K27ac-human	DNA		2019-09-11	ENCODE	sonication (generic)	200-600	2	2_1, 2_2	76	single-ended	/files/ENCFF545NBT/, /files/ENCFF742JGZ/, /files/ENCFF990BNJ/, /files/ENCFF061MTL/, /files/ENCFF832LFB/, /files/ENCFF419CCZ/, /files/ENCFF989KCU/, /files/ENCFF110MCL/, /files/ENCFF055HTK/	2828402505	112bcf126530d4be59795262c36bab95	https://www.encodeproject.org/files/ENCFF443NQO/@@download/ENCFF443NQO.bam	released	s3://encode-public/2020/09/23/8ad46c67-acc8-4f66-9ed4-6da2446897f5/ENCFF443NQO.bam	ENCODE4 v1.5.1 GRCh38	released	inconsistent platforms, mild to moderate bottlenecking		spleen_tissue_male_adult_(37_years)	adult	37 years	ENCFF443NQO	ENCFF191QFX
